timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2024-12-31T00:00:00.000Z";"2024-12-31T23:59:59.999Z";"2024-12-31T14:30:00.000Z";"2024-12-31T01:13:00.000Z";"2781";13.3173830589;13.8458157731;13.1320464141;13.2148824811;366016358.24;7935342782.94;600483073.71;"2024-12-31T23:59:59.999Z"
"2024-12-30T00:00:00.000Z";"2024-12-30T23:59:59.999Z";"2024-12-30T18:25:00.000Z";"2024-12-30T15:38:00.000Z";"2781";13.0005769538;13.6005215202;12.754965449;13.3170940326;386467159.59;7996863113.02;600483073.71;"2024-12-30T23:59:59.999Z"
"2024-12-29T00:00:00.000Z";"2024-12-29T23:59:59.999Z";"2024-12-29T00:00:00.000Z";"2024-12-29T22:26:00.000Z";"2781";13.56352489;13.56352489;12.8369554649;13.0012156932;192805250.66;7806626409.22;600483073.71;"2024-12-29T23:59:59.999Z"
"2024-12-28T00:00:00.000Z";"2024-12-28T23:59:59.999Z";"2024-12-28T23:01:00.000Z";"2024-12-28T08:23:00.000Z";"2781";13.3166335719;13.7337513624;13.042608945;13.5635206966;238476539.79;8144667116.3;600483073.71;"2024-12-28T23:59:59.999Z"
"2024-12-27T00:00:00.000Z";"2024-12-27T23:59:59.999Z";"2024-12-27T10:10:00.000Z";"2024-12-27T23:01:00.000Z";"2781";13.2333595069;14.2174326054;13.1696495456;13.3163835719;487695352.68;7996413058.74;600483073.71;"2024-12-27T23:59:59.999Z"
"2024-12-26T00:00:00.000Z";"2024-12-26T23:59:59.999Z";"2024-12-26T00:22:00.000Z";"2024-12-26T15:06:00.000Z";"2781";13.8872238153;14.0483677383;12.8573315766;13.2334577623;365353449.56;7946408392.21;600483073.71;"2024-12-26T23:59:59.999Z"
"2024-12-25T00:00:00.000Z";"2024-12-25T23:59:59.999Z";"2024-12-25T00:00:00.000Z";"2024-12-25T21:20:00.000Z";"2781";14.5932580925;14.5932580925;13.6923065071;13.8879284902;341078190.99;8339042841.94;600483073.71;"2024-12-25T23:59:59.999Z"
"2024-12-24T00:00:00.000Z";"2024-12-24T23:59:59.999Z";"2024-12-24T22:19:00.000Z";"2024-12-24T09:19:00.000Z";"2781";14.2666017742;14.7221057548;13.7648403352;14.5934004069;443983083.72;8763004474.83;600483073.71;"2024-12-24T23:59:59.999Z"
"2024-12-23T00:00:00.000Z";"2024-12-23T23:59:59.999Z";"2024-12-23T23:02:00.000Z";"2024-12-23T15:13:00.000Z";"2781";13.8601630113;14.5777868786;13.2743892343;14.2666017742;655416129.82;8566852884.75;600483073.71;"2024-12-23T23:59:59.999Z"
"2024-12-22T00:00:00.000Z";"2024-12-22T23:59:59.999Z";"2024-12-22T10:37:00.000Z";"2024-12-22T00:08:00.000Z";"2781";13.3947549092;14.2239880323;13.3023857266;13.8601630113;664901308.72;8322793287.13;600483073.71;"2024-12-22T23:59:59.999Z"
"2024-12-21T00:00:00.000Z";"2024-12-21T23:59:59.999Z";"2024-12-21T06:17:00.000Z";"2024-12-21T13:35:00.000Z";"2781";13.6907051766;14.7209793324;13.0921485175;13.394582352;678398731.53;8043323599.5;600483073.71;"2024-12-21T23:59:59.999Z"
"2024-12-20T00:00:00.000Z";"2024-12-20T23:59:59.999Z";"2024-12-20T23:25:00.000Z";"2024-12-20T12:02:00.000Z";"2781";12.7849657854;13.8031155698;11.2474576262;13.6907051766;1357480291.32;8221036725.71;600483073.71;"2024-12-20T23:59:59.999Z"
"2024-12-19T00:00:00.000Z";"2024-12-19T23:59:59.999Z";"2024-12-19T14:37:00.000Z";"2024-12-19T23:26:00.000Z";"2781";14.812983641;15.3430234039;12.6919513991;12.7850898779;1066136745.22;7677230067.55;600483073.71;"2024-12-19T23:59:59.999Z"
"2024-12-18T00:00:00.000Z";"2024-12-18T23:59:59.999Z";"2024-12-18T06:28:00.000Z";"2024-12-18T23:18:00.000Z";"2781";16.2701225021;16.6480255839;14.7624347751;14.8131250545;873538413.36;8894945947.57;600483073.71;"2024-12-18T23:59:59.999Z"
"2024-12-17T00:00:00.000Z";"2024-12-17T23:59:59.999Z";"2024-12-17T22:36:00.000Z";"2024-12-17T16:05:00.000Z";"2781";16.2602673151;16.5040579056;15.6531068286;16.2700810225;580429819.31;9769933169.7;600483073.71;"2024-12-17T23:59:59.999Z"
"2024-12-16T00:00:00.000Z";"2024-12-16T23:59:59.999Z";"2024-12-16T01:02:00.000Z";"2024-12-16T23:41:00.000Z";"2781";17.0685736694;17.4235018636;16.2476594083;16.2598561403;621235861.94;9763768393.24;600483073.71;"2024-12-16T23:59:59.999Z"
"2024-12-15T00:00:00.000Z";"2024-12-15T23:59:59.999Z";"2024-12-15T23:55:00.000Z";"2024-12-15T07:45:00.000Z";"2781";16.7627678284;17.1530384199;16.233038232;17.0680980205;480064671.89;10249389580.83;600483073.71;"2024-12-15T23:59:59.999Z"
"2024-12-14T00:00:00.000Z";"2024-12-14T23:59:59.999Z";"2024-12-14T01:28:00.000Z";"2024-12-14T14:01:00.000Z";"2781";17.4839762739;17.729459675;16.4932821509;16.7627678284;561315801.9;10065758349.5;600483073.71;"2024-12-14T23:59:59.999Z"
"2024-12-13T00:00:00.000Z";"2024-12-13T23:59:59.999Z";"2024-12-13T02:50:00.000Z";"2024-12-13T16:07:00.000Z";"2781";17.6791837504;18.1238464898;16.9001838117;17.4839762739;540353399.51;10498831813.6;600483073.71;"2024-12-13T23:59:59.999Z"
"2024-12-12T00:00:00.000Z";"2024-12-12T23:59:59.999Z";"2024-12-12T13:01:00.000Z";"2024-12-12T01:59:00.000Z";"2781";17.137798164;18.9533896451;16.9474545731;17.6791837504;1054988262.6;10616050599.1;600483073.71;"2024-12-12T23:59:59.999Z"
"2024-12-11T00:00:00.000Z";"2024-12-11T23:59:59.999Z";"2024-12-11T18:50:00.000Z";"2024-12-11T02:06:00.000Z";"2781";15.2547450288;17.2090834534;14.7784552431;17.1376611777;851310799.75;10290957718.14;600483073.71;"2024-12-11T23:59:59.999Z"
"2024-12-10T00:00:00.000Z";"2024-12-10T23:59:59.999Z";"2024-12-10T00:40:00.000Z";"2024-12-10T18:13:00.000Z";"2781";16.0940046724;16.6461480408;14.0808514236;15.254735288;1323608996.62;9160216183.56;600483073.71;"2024-12-10T23:59:59.999Z"
"2024-12-09T00:00:00.000Z";"2024-12-09T23:59:59.999Z";"2024-12-09T00:20:00.000Z";"2024-12-09T21:07:00.000Z";"2781";18.6423788843;18.7889476315;14.4533256645;16.0936387799;1180498495.49;9664177393.96;600483073.71;"2024-12-09T23:59:59.999Z"
"2024-12-08T00:00:00.000Z";"2024-12-08T23:59:59.999Z";"2024-12-08T13:23:00.000Z";"2024-12-08T05:01:00.000Z";"2781";18.329814369;19.3921464704;17.5507589302;18.5244762031;1113821877.44;11123740824.03;600483073.71;"2024-12-08T23:59:59.999Z"
"2024-12-07T00:00:00.000Z";"2024-12-07T23:59:59.999Z";"2024-12-07T05:20:00.000Z";"2024-12-07T18:03:00.000Z";"2781";17.5945263505;18.5328491276;17.26166634;18.0899729532;944154788.99;10862722562.25;600483073.71;"2024-12-07T23:59:59.999Z"
"2024-12-06T00:00:00.000Z";"2024-12-06T23:59:59.999Z";"2024-12-06T20:36:00.000Z";"2024-12-06T00:01:00.000Z";"2781";15.0634679563;18.388450791;15.0499702061;17.5945263505;1320208007.61;10565215263.45;600483073.71;"2024-12-06T23:59:59.999Z"
"2024-12-05T00:00:00.000Z";"2024-12-05T23:59:59.999Z";"2024-12-05T12:07:00.000Z";"2024-12-05T22:31:00.000Z";"2781";15.6560180547;15.8657267926;14.7802805065;15.0413757622;859893270.42;9032346538.63;600483073.71;"2024-12-05T23:59:59.999Z"
