timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2023-12-31T00:00:00.000Z";"2023-12-31T23:59:59.999Z";"2023-12-31T12:37:00.000Z";"2023-12-31T22:55:00.000Z";"2781";15.1911493228;15.4815357087;14.9014568278;14.9461232289;346636245.14;8490892164.74;568099970.45;"2023-12-31T23:59:59.999Z"
"2023-12-30T00:00:00.000Z";"2023-12-30T23:59:59.999Z";"2023-12-30T01:36:00.000Z";"2023-12-30T09:46:00.000Z";"2781";15.5335371062;15.6124356377;15.0804863392;15.1932480529;304404383.25;8631283769.96;568099970.45;"2023-12-30T23:59:59.999Z"
"2023-12-29T00:00:00.000Z";"2023-12-29T23:59:59.999Z";"2023-12-29T11:34:00.000Z";"2023-12-29T22:23:00.000Z";"2781";16.048737616;16.2069758176;15.256011714;15.5339260836;641252305.61;8824822949.1;568099970.45;"2023-12-29T23:59:59.999Z"
"2023-12-28T00:00:00.000Z";"2023-12-28T23:59:59.999Z";"2023-12-28T01:42:00.000Z";"2023-12-28T22:29:00.000Z";"2781";16.6785230993;17.5437029841;16.0409523755;16.051332872;1136588734.4;9118761730.32;568099970.45;"2023-12-28T23:59:59.999Z"
"2023-12-27T00:00:00.000Z";"2023-12-27T23:59:59.999Z";"2023-12-27T23:59:00.000Z";"2023-12-27T03:34:00.000Z";"2781";15.0910469682;16.6720731878;14.7089512455;16.6720731878;795330264.66;9471404285.4;568099970.45;"2023-12-27T23:59:59.999Z"
"2023-12-26T00:00:00.000Z";"2023-12-26T23:59:59.999Z";"2023-12-26T03:33:00.000Z";"2023-12-26T17:43:00.000Z";"2781";15.6079244543;15.8532942563;14.5992593364;15.0908933637;590842108.54;8573136074.05;568099970.45;"2023-12-26T23:59:59.999Z"
"2023-12-25T00:00:00.000Z";"2023-12-25T23:59:59.999Z";"2023-12-25T22:55:00.000Z";"2023-12-25T00:46:00.000Z";"2781";15.3087672736;15.7028661763;15.1816577648;15.6083953298;459143711.64;8867128925.66;568099970.45;"2023-12-25T23:59:59.999Z"
"2023-12-24T00:00:00.000Z";"2023-12-24T23:59:59.999Z";"2023-12-24T19:32:00.000Z";"2023-12-24T22:54:00.000Z";"2781";15.6883632569;15.9186478814;15.2555746058;15.3103267149;571354195.11;8697796154.36;568099970.45;"2023-12-24T23:59:59.999Z"
"2023-12-23T00:00:00.000Z";"2023-12-23T23:59:59.999Z";"2023-12-23T16:18:00.000Z";"2023-12-23T04:07:00.000Z";"2781";15.4968296789;15.8696629403;14.965623198;15.6873404427;560613728.66;8911977641.98;568099970.45;"2023-12-23T23:59:59.999Z"
"2023-12-22T00:00:00.000Z";"2023-12-22T23:59:59.999Z";"2023-12-22T06:31:00.000Z";"2023-12-22T09:20:00.000Z";"2781";15.2874285719;15.6690666629;15.1282626727;15.4973133911;598902011.07;8804023279.58;568099970.45;"2023-12-22T23:59:59.999Z"
