timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2020-12-31T00:00:00.000Z";"2020-12-31T23:59:59.999Z";"2020-12-31T11:01:08.000Z";"2020-12-31T14:33:08.000Z";"2781";0.18403405;0.18574925;0.1765937;0.18139706;1132268396.94;5643713240.74646;31112484646;"2020-12-31T23:59:59.999Z"
"2020-12-30T00:00:00.000Z";"2020-12-30T23:59:59.999Z";"2020-12-30T00:05:08.000Z";"2020-12-30T09:05:10.000Z";"2781";0.19202189;0.19314448;0.17568097;0.18403984;1849432294.59;5725936828.3860855;31112484646;"2020-12-30T23:59:59.999Z"
"2020-12-29T00:00:00.000Z";"2020-12-29T23:59:59.999Z";"2020-12-29T13:11:08.000Z";"2020-12-29T05:28:08.000Z";"2781";0.17670861;0.19617039;0.17403902;0.19216412;2967669490.15;5978703148.791228;31112484646;"2020-12-29T23:59:59.999Z"
"2020-12-28T00:00:00.000Z";"2020-12-28T23:59:59.999Z";"2020-12-28T22:17:08.000Z";"2020-12-28T00:05:08.000Z";"2781";0.15444045;0.17858339;0.15344508;0.17673459;1732151278.65;5498652273.959474;31112484646;"2020-12-28T23:59:59.999Z"
"2020-12-27T00:00:00.000Z";"2020-12-27T23:59:59.999Z";"2020-12-27T16:15:16.000Z";"2020-12-27T12:32:08.000Z";"2781";0.15783484;0.16519007;0.15037813;0.15442203;1578354821.33;4804453143.561084;31112484646;"2020-12-27T23:59:59.999Z"
"2020-12-26T00:00:00.000Z";"2020-12-26T23:59:59.999Z";"2020-12-26T21:50:16.000Z";"2020-12-26T11:22:09.000Z";"2781";0.15755615;0.16198148;0.14982406;0.15782374;1191970341.27;4910288579.657001;31112484646;"2020-12-26T23:59:59.999Z"
"2020-12-25T00:00:00.000Z";"2020-12-25T23:59:59.999Z";"2020-12-25T11:59:09.000Z";"2020-12-25T05:55:11.000Z";"2781";0.15288588;0.16684572;0.15049652;0.15756379;1119917804.28;4902200881.616179;31112484646;"2020-12-25T23:59:59.999Z"
"2020-12-24T00:00:00.000Z";"2020-12-24T23:59:59.999Z";"2020-12-24T23:20:16.000Z";"2020-12-24T00:55:10.000Z";"2781";0.13645722;0.15433745;0.13212701;0.15288347;1470292430.82;4756584655.893561;31112484646;"2020-12-24T23:59:59.999Z"
"2020-12-23T00:00:00.000Z";"2020-12-23T23:59:59.999Z";"2020-12-23T00:56:09.000Z";"2020-12-23T22:25:16.000Z";"2781";0.15622566;0.15741429;0.1274195;0.13639415;1484453886.5;4243561035.1472454;31112484646;"2020-12-23T23:59:59.999Z"
"2020-12-22T00:00:00.000Z";"2020-12-22T23:59:59.999Z";"2020-12-22T15:52:09.000Z";"2020-12-22T08:30:16.000Z";"2781";0.15263445;0.16001479;0.14945104;0.15617921;1138400652.93;4859123317.810448;31112484646;"2020-12-22T23:59:59.999Z"
"2020-12-21T00:00:00.000Z";"2020-12-21T23:59:59.999Z";"2020-12-21T04:35:10.000Z";"2020-12-21T12:47:09.000Z";"2781";0.16200409;0.16541597;0.14790346;0.15265616;1139902286;4749512290.778992;31112484646;"2020-12-21T23:59:59.999Z"
"2020-12-20T00:00:00.000Z";"2020-12-20T23:59:59.999Z";"2020-12-20T09:41:09.000Z";"2020-12-20T22:13:09.000Z";"2781";0.16472758;0.16772379;0.15869523;0.16198846;729191687.34;5039863586.814984;31112484646;"2020-12-20T23:59:59.999Z"
"2020-12-19T00:00:00.000Z";"2020-12-19T23:59:59.999Z";"2020-12-19T14:13:09.000Z";"2020-12-19T01:29:09.000Z";"2781";0.16497975;0.1704861;0.16332038;0.16471358;586684840.71;5124648592.017923;31112484646;"2020-12-19T23:59:59.999Z"
"2020-12-18T00:00:00.000Z";"2020-12-18T23:59:59.999Z";"2020-12-18T10:08:09.000Z";"2020-12-18T00:34:09.000Z";"2781";0.16344871;0.16863452;0.15915167;0.16498817;1101018945.15;5133191974.654296;31112484646;"2020-12-18T23:59:59.999Z"
"2020-12-17T00:00:00.000Z";"2020-12-17T23:59:59.999Z";"2020-12-17T16:44:09.000Z";"2020-12-17T09:43:09.000Z";"2781";0.16757093;0.17434199;0.16164445;0.16348263;1188727265.13;5086350899.48795;31112484646;"2020-12-17T23:59:59.999Z"
"2020-12-16T00:00:00.000Z";"2020-12-16T23:59:59.999Z";"2020-12-16T23:58:09.000Z";"2020-12-16T01:49:09.000Z";"2781";0.15431157;0.16759939;0.14997567;0.1675889;976699798.56;5214107174.133336;31112484646;"2020-12-16T23:59:59.999Z"
"2020-12-15T00:00:00.000Z";"2020-12-15T23:59:59.999Z";"2020-12-15T00:18:11.000Z";"2020-12-15T10:22:09.000Z";"2781";0.15806534;0.15971311;0.15335497;0.15430501;607184172.52;4800812312.371324;31112484646;"2020-12-15T23:59:59.999Z"
"2020-12-14T00:00:00.000Z";"2020-12-14T23:59:59.999Z";"2020-12-14T23:58:09.000Z";"2020-12-14T13:25:12.000Z";"2781";0.15401608;0.15800171;0.14976939;0.15799236;587078385.04;4915534755.178517;31112484646;"2020-12-14T23:59:59.999Z"
